text,topic
And tried that ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
<@U012MAY95H6> has joined the channel,
,
,
,
,
as it's a no-sql store,
,
,
,
,
"Hello, I am trying connecting Redshift spectrum but unable to add the tables throwing below exception, but at the same time if a table is created in Redshift (not as Spectrum) successfully able to add the same, any help will be really appreciate\n```ERROR:superset.views.base:Got an error in pre_add for extension_db_redshift.navigation\nTraceback (most recent call last):\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy_redshift/dialect.py"", line 691, in _get_redshift_relation\n    return all_relations[key]\nKeyError: 'extension_db_redshift.navigation'\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/app/superset/views/base.py"", line 213, in validate_sqlatable\n    table.get_sqla_table_object()\n  File ""/app/superset/connectors/sqla/models.py"", line 1176, in get_sqla_table_object\n    return self.database.get_table(self.table_name, schema=self.schema)\n  File ""/app/superset/models/core.py"", line 613, in get_table\n    autoload_with=self.get_sqla_engine(),\n  File ""&lt;string&gt;"", line 2, in __new__\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/util/deprecations.py"", line 128, in warned\n    return fn(*args, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/sql/schema.py"", line 506, in __new__\n    metadata._remove_table(name, schema)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/util/langhelpers.py"", line 68, in __exit__\n    compat.reraise(exc_type, exc_value, exc_tb)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/util/compat.py"", line 153, in reraise\n    raise value\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/sql/schema.py"", line 501, in __new__\n    table._init(name, metadata, *args, **kw)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/sql/schema.py"", line 595, in _init\n    resolve_fks=resolve_fks,\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/sql/schema.py"", line 619, in _autoload\n    _extend_on=_extend_on,\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/base.py"", line 2160, in run_callable\n    return conn.run_callable(callable_, *args, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/base.py"", line 1612, in run_callable\n    return callable_(self, *args, **kwargs)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/default.py"", line 459, in reflecttable\n    table, include_columns, exclude_columns, resolve_fks, **opts\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/reflection.py"", line 629, in reflecttable\n    table_name, schema, **table.dialect_kwargs\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/reflection.py"", line 314, in get_table_options\n    self.bind, table_name, schema, info_cache=self.info_cache, **kw\n  File ""&lt;string&gt;"", line 2, in get_table_options\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy/engine/reflection.py"", line 56, in cache\n    ret = fn(self, con, *args, **kw)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy_redshift/dialect.py"", line 606, in get_table_options\n    schema, **kw)\n  File ""/usr/local/lib/python3.6/site-packages/sqlalchemy_redshift/dialect.py"", line 693, in _get_redshift_relation\n    raise sa.exc.NoSuchTableError(key)```\n",
,
,
"Howdy! I am moving some dashboards from Metabase and I just have a quick clarification question: do I need to create a view? because the graphs are based on a multi-join query, but when I turn that to a view I hit the limit (I want to do some postprocessing later in superset / grouping and time range). I am doing it wrong? thanks",
"Hi All, I am new to Superset. I want to login into Superset using username and password remotely (From Amundsen) . I tried some approach but no luck can you please help me to login in to Superset.",
,
,
,
,
,
,
,
,
"I've looked though the superset code and I dont see any ""user"" views so it bust be handled by flas-appbuilder. is this correct?",
,
,
,
,
,
,
ok...i mean what is the use of a product that does just visualization?? some kind of olap or analytics engine needs to sit in between...i guess superset supports Druid and that solves that question in some way,
Hi. I configured basic authentication and TLS(via nginx) for druid router but couldn't connect from superset. I tried to write uri as `<druid://admin:password@druid.mydomain.com:443/druid/v2/sql/>`  but didn't work. How I need to write uri?,
"Anyone using CircleCI to test and deploy their Superset application to AWS? I\u2019m quite new to it, an example would be super helpful!",
,
,
"Hi, how can we pull metrics from superset service? What approach to follow to setup monitoring and alerting for superset service?",
"Sorry, wrong screenshot above:",
,
,
"Thanks for reporting! :thumbsup: If you may, please file a bug on GitHub with as much context as possible to help us track down the issue.",
,
There maybe a potential bug with 0.37\nThe custom Dashboard CSS disappears after a couple of sessions. The number of session is arbitrary.,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
I\u2019ve also scaled it to more than one worker and it breaks. It does not seem to support distributed mode.,
,
,
"Hi, I just joined.  I'm a data engineer at Lyft.  I've been using Superset for a few months now.",
,
<@U019BCGD0QY> has joined the channel,
,
"Hi Everyone, I am Someswara Rao working.  I am working for WilliamOneil India.  We are evaluating Superset and planning to replace SSRS reports.  So far so good.  Found very easy to build reports waiting for the Version 1.0 to go on with production.",
,
"Hi Everyone, I am Bhavin Panchal &amp; I work for a pharma company in India. I am using Apache Superset for dashboard creation &amp; possibly down the line replacing PowerBI or Tableau...",
"```Hi everyone, I'm Euclides Figueroa. I am from Venezuela, currently in Uruguay,I work at HG, an IT consulting company, currently evaluating Superset for our Observability toolbox. Really impressed with Superset as a data analysis tool```\n",
":question: Hi :wave: Does anyone in the community have Superset usage Dashboards ? Knowing how Superset is used internally is important for us, we've built some things but I was thinking that's a quite standard need with a datasource everyone in the community has in common so it may be worth sharing.",
<@UT51H29FS> has joined the channel,
,
,
,
,
i am totally new here. even not installed anything. Is apache superset good platform as cheap replacement of tableu and power bi? i wanted to find something for presenting reports to my business stakeholders. is apache superset better then apache zeppelin or plotly?,
,
,
,
,
,
"Hi, where can I get help with an issue with Calendar Heatmap visual?\nI need help on this issue:\n<https://github.com/apache/incubator-superset/issues/11548>\nThanks!",
"Hi everyone, i\u2019m asking support for filters. I have to filter the dashboard through the preselect_filters parametr in the dashboard url. There is a way to do that without filter box widget? I mean, i have filter box on date but i wanto to filter on another filed without showing any other filter box. Is it possible?",
"Hi evryone,\nhow users (viewers) can add a free text in a empty column  directly in the table chart of dashboard ?\nThank you :slightly_smiling_face:",
This message was deleted.,
"Hey everyone, just found out that for pivot table visualization, superset is using <https://www.npmjs.com/package/datatables.net-bs> under the hood, which is a paid library\nHow can one make changes / update to these visualizations then?",
"Hi all,\ncan anyone give me a hint on how to reference the link text when creating the *URL* in the *Time-Series Table*?\n\nI found some hint in the page's source code about ""==$1"", but I don't know how to use it...",
"Hi Everyone, I am currently working with superset 0.37.1 and I need to customize country map and want to create new visualization. Is anyone working? I can also contribute if anyone already started. Thanks !!",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Hi everyone!\nI am Shan, Data Engineer at Wavely. We are a startup looking for a BI tool. I just had Superset installed and tested a few sql queries. Love it. Need to evaluate more features like sharing and user permission control.",
"hey everyone. My name is Troy, and I'm a data engineer at Boston Children's Hospital. we love Superset and are using it to advance pediatric healthcare!",
"Hi,\nAnybody interested in project that involves enabling AWS Cognito? DM me.",
,
,
,
,
"Hi everyone, i\u2019m asking support for filters. I have to filter the dashboard through the preselect_filters parametr in the dashboard url. There is a way to do that without filter box widget? I mean, i have filter box on date but i wanto to filter on another filed without showing any other filter box. Is it possible?",
"conceptually we already have this in some ways with the ""filter mapping"" idea and ""filterbox""",
,
,
"Records not showing on filter: I'm trying to add filters using a boolean column, the filter is working because it changes the dashboard and I can see the shading on the options, but there's no ""TRUE"" or ""FALSE"" or even `1` or `0` showing up in the filter. Does anyone have any idea what I'm doing wrong?",
"Hi there.\n\nI've created an API in superset in the config file.\nIt shows up in swagger UI and I can call it successfully.\nMy next step is to make sure that it can only be accessed if you have the correct permissions.\n\nSo first I tried adding the @protect() decorator.\nThis makes it so I get 401 when accessing the API.\n```{""message"":""Access is Denied"",""severity"":""danger""}```\nSo far so good. Now I log in with an admin user using the /api/v1//security/login API and I get a token.\nThen I set the Authorization header on my REST call to my new API and I still get 401.\nSo I thought mayby I need to add the permission to my role. So I add this decorator @permission_name(""AAAAAA"")\nAnd I go to find that permission in the roles edit section, but it cannot be found.\nI have tried several different ways to see if I can gain access to the API:\n1. Tried to change the permission name to some existing permission\n2. Instead of @protect() I tried @has_access_api\n3. I have tried setting the class_permission_name\nand a few other things and I have spent many hours on this so far searching the net and reading the code and documentation.\n\nDoes anyone know what the correct way is to protect the API endpoint in the same way as the Dashboards and Charts APIs are protected?\nFor reference here is the basic code I am using without permissions:\n```class AuthorizationAPI(BaseApi):\n    csrf_exempt= True\n    @expose('/role/&lt;role&gt;', methods=[""POST""])\n    @safe\n    def role(self, role):\n       #My code here\n\nfrom <http://superset.app|superset.app> import SupersetAppInitializer\n\nclass MySupsersetAppInitializer(SupersetAppInitializer):\n    def init_views(self) -&gt; None:\n        appbuilder.add_api(AuthorizationAPI)\n        super().init_views()\n\n\nAPP_INITIALIZER = MySupsersetAppInitializer```",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Is React-Bootstrap v4 supported by superset yet?,
I see in some old blogs on superset that there used to be `user statistics` view to know how users are using superset. Was this removed for the latest versions ?,
,
,
,
"Hey folks, *new channel alert*!\nTo parallel to the <mailto:dev@superset.apache.org|dev@superset.apache.org> mailing list, <#C01CYMC80P6|developers> is now open for business, to discuss general issues regarding the development Superset (particularly from an Apache process point of view).",
,
,
,
,
,
,
,
,
,
,
,
,
,
"Hey! I'm Ties, data scientist, and I'm looking at multiple data exploration platforms to figure out which would be the best fit for our company.",
"Greetings, My name is Mohammed Alnajdi, I am a software engineer. I am in the process of evaluation apache-superset and i love everything about open source.",
Hi all. Is there a way to set the chart pop links to be tied to a saved chart (i.e. the way saved queries work by default now)? The default behavior is that the pop link sends you to the  state of the chart when you make the link.,
,
,
,
,
,
,
Opened too many tabs in SQL lab and it crashes my browser every time.  Any way to fix this?,
,
,
,
"Hello Everyone, I am Chloe. A data PM from Dropbox. We are currently use superset internally as one of our primary analytical tooling",
,
,
,
"Hi All,\n\nhow to refresh table meta data. I have created one table from hive database, later in the back end my hive table structure got changed but updated table structure is not effecting in Superset. how to refresh or update the table as per the source structure in Superset  on continuous basis.\n\nThank you,",
"there's also something related (setControlValue) that's more about the visualization being able to alter controls (as in the ""legend toggle"" in a chart itself can check/uncheck the control - left panel - checkbox)",
"Hi there\nI'm trying to create a hello world plugin as <https://superset.incubator.apache.org/docs/installation/building-custom-viz-plugins#add-your-plugin-to-superset-with-npm-link>\nI followed all these steps, but can't find this hello-world chart, can any one tell me what's wrong?",
"Hello, folks. Is there away to import a dashboard but preserving ownership? I'm trying to import a dashboard here but the ownership is always set to my user.",
,
,
"Hi all, does anyone know how to add a custom color scheme in the latest version of Superset? I've found instructions for old versions only and they don't seem to apply to the current version.",
,
"Hi Everyone, had a query about MapBox related graphs, this is a 3D Hexagon graph but it is only showing the plain map not appearing as it should, as it is in the second screenshot. I am using 0.37.0 version of superset, please guide me if there are any plugins i need to check on or else something is required, this is the case with every mapbox graph.",
,
"Hello!\n\nI want to make some automatisations with superset (for now just create Databases and Tables) However, I can't get the api of the docker superset.\nI manage to do it using docker-compose. But I need to do it using the docker file that my company is already using:\n\n```ROM amancevice/superset:0.35.2\nUSER root\nRUN apt-get update\nRUN apt install -y default-jre\nRUN pip install ""PyAthenaJDBC&gt;1.0.9"" \nRUN pip install ""PyAthena&gt;1.2.0""\nUSER superset```\nI start the docker and then I made an exec into it and run the following commands:\n```echo FAB_API_SWAGGER_UI = True &gt; superset_config.py\n/usr/local/bin/superset db upgrade\n/usr/local/bin/superset fab create-admin\n/usr/local/bin/superset init```\nsuperset_config.py is on home directory and under PYTHONPATH.\nBut when I do <http://localhost:8088/swagger/v1> I got the following:\n```Not Found\nThe requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.```\nI have the superset version:\n0.35.2\n\nAny help will be appreciate.\nThanks",
,
,
,
,
,
,
If I go to `/api/v1/_openapi` or to `/swagger/v1` I can see the greeting api is registered,
Maybe I should not have posted this question in <#C7G8CG0LR|general>.,
"<!here> A few announcements:\n\n1. *Meetup:* For those of you who missed our community meetup yesterday (or just loved it so much you want to see it again), here's the recording: <https://www.youtube.com/watch?v=N_UxTpOm6Mg>\n\n2. *Superset Champions Program:* we've been piloting a ""Superset Community Champions program"" of power users, who will be actively helping community members both here and on Stack Overflow. Excited to announce the first cohort: <@UT51H29FS> <@U010L66PJ6N> <@U013M8WTVV2> <@U015ZU8GRDH> <@U0131V7SMEE> :clap: :tada: . They will be publicly identified with a Superset badge in their Display Name, so you can always find them. NOTE: they are all volunteers w/ day jobs, who love using Superset and want to help others do the same. We are very grateful for their participation. Please treat these champions with patience and respect! (If you are interested in being a part of this program, we will open it up for new participants every few months or so, so stay tuned for future announcements.)\n\n3. Lastly, an FYI: next Monday is my last day at Preset as I wrap up my consulting work on this initial phase of community building of Superset. Really enjoyed meeting (virtually) so many of you! Hopefully my presence here was helpful in some way, shape or form. I will continue to lurk around here w/ a different account (lurking in OSS communities is kinda my favorite thing to do :wink: ). Obviously, there's so much more community building that needs to be done; *community is really a long-tail game that rewards patience and persistence*. Preset is hiring for that role! Here's the job posting, and ping <@UTQAXQT6H> if you have any questions: <https://jobs.lever.co/preset/5e4da393-0550-468d-aaca-0bc8721bab03>\n\nDon't be strangers. Hope to stay in touch via whichever way suits you! *Email:\u00a0<mailto:kx@oss.capital|kx@oss.capital>; LinkedIn:\u00a0<https://www.linkedin.com/in/kevinsxu/>; Twitter:\u00a0<https://twitter.com/kevinsxu*>\n\n:pray::tada::superset-loading:",
,
<https://github.com/apache/incubator-superset/issues/2571|https://github.com/apache/incubator-superset/issues/2571>\n\nAbove feature is the one I am looking for,
"Hi everyone,the below mention pie chat to display the percentage values in out side,but the label is\u00a0show on success only and remaining labels are not shown.how to fix this?",
,
,
,
,
,
,
,
"Hii Everyone, My name is Samyak Jain. I am pursuing my bachelors in computer science itself. I'm an open source contributor, and loves to work on Data Science projects. Apart from that I keep exploring new tech stack. I just have started to read wiki of Superset and found it quite amazing. I'm looking forward to learn and contribute at the same time &lt;3",
"Hello !!!! I'm Mariano, Software Developer and i'm testing some BI solutions. Actually i'm having some problems installing Superset from scratch on Debian Buster, i hope to find help soon, and to feedback my experience to the community.",
,
"Here I go again. :slightly_smiling_face: SQL Lab is not showing tables names from my schema, I'm using the latest 0.37.1 version. May I assign this as a bug or there is an additional step I need to do to fix this?",
The app is in:\n(vsuperset) -bash-4.2$ pwd\n/opt/superset/vsuperset\n(vsuperset) -bash-4.2$ find . -name superset\n./lib/python3.6/site-packages/superset\n./lib/python3.6/site-packages/superset/bin/superset\n./lib/python3.6/site-packages/superset/templates/superset\n./bin/superset,
and the configuracion of Gunicorn\nexec /opt/superset/vsuperset/bin/gunicorn -w 10 -k gevent --timeout 120 -b  0.0.0.0:8000 --limit-request-line 0 --limit-request-field_size 0 --statsd-host localhost:8125 superset:app --error-logfile /opt/superset/logs/superset.error.log --log-file /opt/superset/logs/superset.log,
you would need to add drivers for it,
"Hello, I'm installing superset with RHEL7 and python3.6. And when I try to connect to url I get Internal Server Error, any idea about this problem? I type\nhttp://&lt;fqdn&gt;/ ang get :\nInternal Server Error",
I am yes. Should I use mongo...or??,
,
,
,
,
Is there an upload max on file size for CSV?,
Or send screen shots of each step ,
This code is inside superset_config.py,
Trying to access it using `/api/v1/exampleapi/greeting`,
I can screen share w u,
,
,
,
,
,
,
,
,
,
,
,
,
,
"with this is ok now:\n#!/bin/bash\nexec /opt/superset/vsuperset/bin/gunicorn -w 10 -k gevent --timeout 120 -b\u00a00.0.0.0:8000 --limit-request-line 0 --limit-request-field_size 0 --statsd-host localhost:8125 --error-logfile /opt/superset/logs/superset.error.log --log-file /opt/superset/logs/superset.log ""<http://superset.app:create_app()|superset.app:create_app()>""",
,
,
,
and dock for flask run is a bit confusing,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Hello! I created a couple of plugins with yeoman generator previously and worked in superset 0.37. Im trying now to integrate them in my new environment `superset 0.37.2`, following the same steps but my plugins doesn't appear on the plugins list. I restarted from scratch with the hello world example and I'm having the same issue. No errors but the plugin is not listed. something am I missing/ has changed?\n```cd ~ &amp;&amp; git clone <https://github.com/apache-superset/superset-ui>\ncd superset-ui &amp;&amp; yarn install &amp;&amp; yarn build\ncd plugins &amp;&amp; mkdir plugin-chart-hello-world &amp;&amp; cd plugin-chart-hello-world\nyo @superset-ui/superset (follow the steps to generation)\ncd ~/incubator-superset/superset-frontend\n# add the plugin to the package.json and src/visualizations/presets/MainPreset.js\nnpm link ../../superset-ui/plugins/plugin-chart-hello-world\nnpm link ../../superset-ui/packages/superset-ui-core\nnpm run dev-server```\n@superset-ui/generator-superset@0.15.5\nnode v12.16.0\nPython 3.7.5\nyarn 1.22.10",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
This message was deleted.,
,
*Add charts to Tabbed Dashboard*\nScenario:\n\u2022 I have used the *Tabs*  feature to segregate various dashboards (Say Tab 1 and Tab 2). \n\u2022 I have a couple of charts that are common to multiple dashboards(say date filter) and would like to add this multiple dashboards.\nCurrent issue:\n\u2022 Charts used once in a tabbed dashboard cannot be used again in another tab.\n,
"<@U019BCGD0QY> is it a new core dependency, or an optional dependency?",
"Hi <!here>, someone can please guide me how should I correctly add a new package to the requirements files ?",
Overall the Helm deployment does not yield the same functionality if I use docker compose &amp; compare. ,
"Hello, I am kind of enjoying the superset features and I believe it has the potential to reach great heights. I have a question. Whenever a time filter is applied I want to process the dataset according to the time specified in the filter. According to my requirement, it is convenient to write the processing code in python and saving it as a database table in MySQL. Is there a way I can call a python function/script and pass the time filters as arguments and solve my problem accordingy? Sorry if it has been asked previously",
,
,
,
,
,
"Hello guys, I'm a beginner and I have a doubt where this Querie happens in the code, I needed to fix and customize how it is done but I don't know where it is, in case anyone has a tip :smile:",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Aaron, do you mind adding split up or major components for the dash filter project? in :point_up: document..",
,
,
,
,
,
,
,
,
,
,
,
,
,
"hey, <@U01D76V70Q3> - just saw ur comment on the issue",
,
,
,
,
,
,
,
"In regards to today\u2019s meeting, I wonder if base filters from <https://github.com/apache/incubator-superset/pull/10946> wouldn\u2019t solve the data access problem by introducing a `1 = 0` base filter for all and then adding regular filters for roles that should be allowed to access the data.? If so, the remaining work would just require adding security constructs for making sure that the user has access to the dashboard metadata (the same roles could be used for this as the RLS regular filters).",
I also asked about superset-config.py &amp; configMap <@UKQ7FMSE4>,
Did u upload a CSV to Postgres?,
And this one worked for u? ,
<@UHK31ESN4> has joined the channel,
,
,
,
,
,
I actually didn\u2019t think of that. Our CSVs are like 100-500GB.,
Anyone happen to have any insights on the best way to utilize a custom plugin in a production environment? I developed one locally and all is well but will I need to be using the same dual repos strategy (ie. incubator-superset AND superset-ui with \u201cnpm link\u201d to core and my custom plugin) working in tandem in order to make use of it in any other non development scenario?,
have you already tried runing `superset init`  ?,
<@UKQ7FMSE4> I fixed the k8/Helm deployment. Now I need to know where I can modify the size limit for an upload. Because the CSVs I have are roughly 350GB-500GB in size.,
,
"the repo above is being deprecated, btw",
not curently,
<@U01880WS0EA> has joined the channel,
"Hi there.\nI'm trying to add an api to superset.\nI have this code, and No errors starting superset but I get 404 when I try to access the api:\n```from flask_appbuilder.api import BaseApi, expose\nfrom superset.extensions import appbuilder\n\n\nclass ExampleApi(BaseApi):\n    @expose('/greeting')\n    def greeting(self):\n        return self.response(200, message=""Hello"")\n\n\nappbuilder.add_api(ExampleApi)```",
<@U010L66PJ6N> set the channel purpose: Discuss SIP-51 and decide about the future of dashboard security,
<@ULGLSLSNQ> has joined the channel,
,
Hi all.. is it possible to embed superset in external react app without login like using api token,
,
,
,
,
,
,
,
,
no worries! i can wait! Meanwhile i will have to update manually deleting the old pod :smile: Is there any plan to add official helm chart to Helm chart repositories?,
,
,
,
"Hey everyone, just wanted to know is there any document, blog post explaining the whole code structure of the superset codebase?\n\nIf not, I'll try to write one sometime in future :slightly_smiling_face:",
,
,
,
,
,
,
,
,
,
,
,
,
,
<@U017A55PE9E> yup! being worked on now,
,
,
,
,
"<@U017193F7JQ> has renamed the channel from ""user-interviews"" to ""product_feedback""",
,
,
,
,
,
,
,
"I'm not the maintainer, sadly",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Hello, I'm trying to use docker based installation (<https://superset.incubator.apache.org/docs/installation/installing-superset-using-docker-compose>) but the login page of newly started Superset does not recognize me with admin/admin, it says ""Invalid login. Please try again."" What shall I do to pass in?",
"Hello comunity. Could any one now how to modify the scale on dual_line chart with time, I have this issue:\nI use count and sum 2 diferent variables, de X axis is the time variable, i group by month but the scale appears in  days",
,
,
,
,
,
,
,
,
"Hi, I'm having problems connecting to athena from my machine.\nI have superset running on a docker. I configured the Alchemy Url the following way:\n``` awsathena+rest://&lt;aws_access_key_id&gt;:&lt;aws_secret_access_key&gt;@athena.eu-west-1.amazonaws.com/&lt;database_name&gt;?s3_staging_dir=s3://foo/bar```\nAnd when connecting it always gives me botocore exception of 'invalid token':\n```botocore.exceptions.ClientError: An error occurred (UnrecognizedClientException) when calling the StartQueryExecution operation: The security token included in the request is invalid.```\nI used the credentials I have on ~/.aws/credentials\nIf I call the database from aws cli I can get the data. So I don't know what could be possible wrong.\n\nThanks.",
,
,
,
,
,
,
Hey there !\nI am currently experimenting SuperSet in one of my product with a double use case : one as it is to explore the data with SQL query and another one which is to actually integrate the SuperSetUI component inside components which seem doable regarding the <https://github.com/apache-superset/superset-ui|superset-ui repo> but it is an interface with `/api/v1/query/`  but there is no documentation at all regarding how to query this API to provide the output to these components.\nAny pointer ? maybe it\u2019s not really doable anymore ?,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Hi all, I'm trying to get scheduled slack notifications to work (I am using firefox and geckodriver in the config) and I am continuously getting\n```Task email_reports.send[ea45abef-b657-4e74-ace5-7a008d2bc38c] raised unexpected: WebDriverException('connection refused', None, None)\n...\nselenium selenium.common.exceptions.WebDriverException: Message: connection refused```\nI have a feeling it might be to do with `WEBDRIVER_BASEURL=<http://mysite.com>` or possibly the google oauth? How does it authenticate to through the headless browser to send? :thinking_face:",
<@UM4AW481K> has joined the channel,
"Hi All, I am new to superset. Just trying out the bubble chart. I want to remove the grid lines from it. Is there any way for removing it from the chart?",
"Hi All,\n\nI want to disable authentication in superset and i need to configure superset with mysql db instead of sqllite.\n\ncan anyone please help me out on this",
"Hi everyone, where is the best place to ask questions on the new viz plugins?",
"Thanks. I'm not interested in writing any plugins, but other team members at my company will do so. This blog link is fine for them to do development.  I'm interested in how to deploy the result to a production environment.",
<@UDEPRAKFT> has joined the channel,
"hey guys, just trying to setup for trial with either method docker-compose or manual but having trouble getting either to work",
"compose file errors :\n```root@base-debian-10-vm:~/incubator-superset# docker-compose up\nERROR: In file './docker-compose.yml', service 'x-superset-depends-on' must be a mapping not an array.```",
Oh thanks.,
"<@UKQ7FMSE4>, Thanks i checked u approved the changes! if possible can u also add `/ok-to-test`  for that? :smile:",
Check this one out instead: <https://github.com/apache/incubator-superset/tree/master/helm/superset>,
<@U01E89T8ZCJ> has joined the channel,
"I've encountered a weird issue using the MapBox visualization - if anyone has any insight, i'd appreciate it.\n\nBasically there's one set of data (A) that isn't showing up.  If I filter on it nothing appears.  If I filter on it and something else in a diffent location (B), B appears.\n\nLooking at the JSON response for the chart, everything seems fine.  Data is returned for each.  Here is an example point for each:\n\n*A*\n```{\n\t""type"": ""Feature"",\n\t""properties"": {\n\t\t""metric"": 3632,\n\t\t""radius"": null\n\t},\n\t""geometry"": {\n\t\t""type"": ""Point"",\n\t\t""coordinates"": [-79.3831843, 43.653226]\n\t}\n}```\n*B*\n```{\n\t""type"": ""Feature"",\n\t""properties"": {\n\t\t""metric"": 11,\n\t\t""radius"": null\n\t},\n\t""geometry"": {\n\t\t""type"": ""Point"",\n\t\t""coordinates"": [-61.0118426, 45.5137315]\n\t}\n}```\nA has 184 points.  A and B together have 1416 points.\n\nFull disclosure, I did not setup this chart, I'm just trying to debug it.  I've tried a number of things:\n1. I offset all longitude and latitudes to determine if it was a bug for those particular values; same result.\n2. I zoomed in on the area to see if it was just tiny; same result.\n3. A and B together have a lot more data points, so I reduced the time range to make sure it still worked with fewer data points; same result.\nI'm not really sure where to go from here.  I guess my next step is to track down and dig into the visualization code, but I'd prefer to avoid that if I'm just doing something foolish.\n\nThanks!",
FYI I kicked off the graduation process on the `dev@`  mailing list yesterday!,
but still 404 when I try to run it,
,
,
Would be cool to build a central docs repo you all can extend with your Preset-specific stuff,
Totally get the need for Present-specific end-user docs. It'd be great if we could centralize Superset end-user docs; I bet we're all rebuilding internal end-user docs in our respective orgs.,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Hello everyone\nI have a (full working) scatterplot chart on superset 0.36. I added Advanced properties to create a tooltip and a custom href to redirect when you click over a location. After migrate my dashboard to 0.38.0rc3 the url adds doble quotes surrounding my parameters.\n0.36\n```d =&gt; `/reports?id_event=${d.object.extraProps.id_event}` -&gt; /reports?id_event=1234-1234-1234-1234```\n0.38\n```d =&gt; `/reports?id_event=${d.object.extraProps.id_event}` -&gt; /reports?id_event=""1234-1234-1234-1234""```\nIs anything I can do to trim the quotes? TIA",
"is it possible to create a react custom viz that can have a direct URL and where user just sees the custom viz and not anything from the superset? I am planning to create a custom viz for text search with input box, radio buttons etc and only want users to access the viz not any other part of superset. Also because the UI is going to have lot of controls I would like to take the full space  in the UI.",
"Hello, does *custom controls* is something possible to implements in in custom plugins?\n\nIn the `yo` plugin generator there is are some info about <https://github.com/apache-superset/superset-ui/blob/master/packages/generator-superset/generators/plugin-chart/templates/src/plugin/controlPanel.erb#L49|custom controls> but couldn't make the excerpt works...\n\nAt this stage I'm thinking to implements a 'custom control' in `incubator-superset/superset-frontend/src/explore/components/controls/` which isn't ideal...\n\nAny help regarding this would be grateful...",
"Hello there, Could you please advise how to run superset on debug mode in Pycharm from venv? My debug configuration is in attached file.",
"Hi everyone, I'm chief scientist at Foursys (Brazil) testing Superset for adopting as the main solution for self-service BI in our company. I hope to contribute with community and learn a lot about this awesome project.",
"Hi everyone, I'm a software engineer using the Superset REST API and came here to get some help and information on its roadmap.",
"Hi everyone, I'm a Software Developer. I have been exploring the superset for about a month and This project is awesome and will really like to contribute if I get a chance. Looking forward to doing some contribution.",
"Hi!, I am Aswathi from US. My current project uses Superset and my team is exploring a lot in Superset. Happy to be part of this community. Hope to learn a lot more about Superset.",
"I haven\u2019t used pivot tables much but if others have, please comment ^ :slightly_smiling_face:",
but we could license our docs to the ASF,
,
,
"we're looking to share our Preset docs on GitHub, but are unclear on what license we'll use. We don't want eventual competitors to just copy our docs",
user docs can still be contributed to Superset independently,
"<@UHYCQF5FZ> we invested pretty heavily in writing ""Superset User Documentation"" at Preset and we needed control over our own docs, so that we can show how it's done in Preset",
Re: end-user documentation -- what was the thinking around hosting end-user docs with Preset vs in core docs?,
"Oh, there\u2019s 10k now, I probably need to get with the times :stuck_out_tongue:",
"To recap, the rig in the demo was Mac + iTerm + <https://github.com/Powerlevel9k/powerlevel9k|PowerLevel9k>, let me know if you want my `.zshrc` configs :slightly_smiling_face:",
